 Sr.No , Type , Speciality , SKU Code , Short Specification , Detailed Specification , Unit Of Manufracturng , Units , Portfolio , Brand , Sub Brand , Section 
1160, Suture ,CV,PPL70 2079XL,POLYPROPYLENE Blue 7-0 X 75-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 75-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE  C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1161, Suture ,CV,PPL70 804,POLYPROPYLENE Blue 7-0 X 60-8MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 7-0 X 60-8MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1162, Suture ,CV,PPL70 8070,POLYPROPYLENE Blue 7-0 X 60-10MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-10MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1163, Suture ,CV,PPL70 8078,POLYPROPYLENE Blue 7-0 X 60-8MM 3/8 Circle Round Body Double  Needle N2,POLYPROPYLENE BU 7-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE N2,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1164, Suture ,CV,PPL70 8078BL,POLYPROPYLENE Blue 7-0 X 60-8MM 3/8 Circle Round Body Double  Needle V-Black Needle ,POLYPROPYLENE BU 7-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE VB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1165, Suture ,CV,PPL70 811,POLYPROPYLENE Blue 7-0 X 60-6MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-6MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1166, Suture ,CV,PPL70 8121BL,POLYPROPYLENE Blue 7-0 X 60-9MM 3/8 Circle Taper Cut Double  Needle V-Black Needle ,POLYPROPYLENE BU 7-0 X 60-9MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE VB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1167, Suture ,CV,PPL70 8304BL,POLYPROPYLENE Blue 7-0 X 60-9MM 3/8 circle Round Body Double  Needle V-Black Needle ,POLYPROPYLENE BU 7-0 X 60-9MM CURB DOUBLE NEEDLE  VB,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1168, Suture ,CV,PPL70 866,POLYPROPYLENE Blue 7-0 X 60-8MM 3/8 Circle Round Body Double  Needle N1,POLYPROPYLENE BU 7-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE N1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1169, Suture ,CV,PPL70 866ML,POLYPROPYLENE Blue 2 X 7-0X60-8MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 2 X 7-0X60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1170, Suture ,CV,PPL70 8700,POLYPROPYLENE Blue 7-0 X 60-11MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 7-0 X 60-11MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1171, Suture ,CV,PPL70 8702,POLYPROPYLENE Blue 7-0 X 60-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE C1,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1172, Suture ,CV,PPL70 8704,POLYPROPYLENE Blue 7-0 X 60-9MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 7-0 X 60-9MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1173, Suture ,CV,PPL70 8704RB,POLYPROPYLENE Blue 7-0 X 60-9.5MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-9.5MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1174, Suture ,CV,PPL70 873,POLYPROPYLENE Blue 7-0 X 60-9MM 3/8 Circle Round Body Double  Needle,POLYPROPYLENE BU 7-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE C2,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1175, Suture ,CV,PPL70 8735,POLYPROPYLENE Blue 7-0 X 60-8MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1176, Suture ,CV,PPL70 7237,POLYPROPYLENE Blue 7-0 X 75-9.3MM 3/8 Circle Taper Cut Double  Needle ,POLYPROPYLENE BU 7-0 X 75-9.3MM 3/8 CIRCLE TAPERCUT DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1177, Suture ,CV,PPL708207,POLYPROPYLENE Blue 7-0 X 60-6MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-6MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1178, Suture ,CV,PPL70 8207,POLYPROPYLENE Blue 7-0 X 60-6.5MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 60-6.5MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1179, Suture ,CV,PPL708304BLi,POLYPROPYLENE Blue 7-0X60-9MM 3/8 Circle Round Body elixir Double  Needle V-Black Needle,POLYPROPYLENE BU 7-0X60-9MM CURB DOUBLE NEEDLE  VB I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1180, Suture ,CV,PPL708701XL,POLYPROPYLENE Blue 7-0 X 75-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 7-0 X 75-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1181, Suture ,CV,PPL70 8755DN,POLYPROPYLENE Blue 7-0 X 75-9.3MM 3/8 Circle Round body Double Needle ,POLYPROPYLENE BU 7-0X75-9.3MM CURBDN,DZ, 12 , P-1 ,Mericron Xl,Mericron Xl,Section C
1182, Suture ,CV,PPL80 8086XF,POLYPROPYLENE Blue 8-0 X 60-6MM 3/8 Circle Round Body Double  Needle,POLYPROPYLENE BU 8-0 X 60-6MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE TH,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1183, Suture ,CV,PPL80 8088,POLYPROPYLENE Blue 8-0 X 60-8MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 8-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1184, Suture ,CV,PPL80 8101BL,POLYPROPYLENE Blue 8-0 X 60-8MM 3/8 Circle Taper Cut V-Black Needle Double Needle ,POLYPROPYLENE BU 8-0 X 60-8MM 3/8 CIRCLE TAPERCUT VBDN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1185, Suture ,CV,PPL80 812,POLYPROPYLENE Blue 8-0 X 60-6MM 3/8 Circle Round Body Double  Needle,POLYPROPYLENE BU 8-0 X 60-6MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE TN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1186, Suture ,CV,PPL80 813,POLYPROPYLENE Blue 8-0 X 60-9MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 8-0 X 60-9MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1187, Suture ,CV,PPL80 8732,POLYPROPYLENE Blue 8-0 X 60-6.5MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 8-0 X 60-6.5MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1188, Suture ,CV,PPL80 8741,POLYPROPYLENE Blue 8-0 X 60-8MM 3/8 Circle Round Body Double  Needle,POLYPROPYLENE BU 8-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE TH,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1189, Suture ,CV,PPL80 876,POLYPROPYLENE Blue 8-0 X 60-8MM 3/8 Circle Round Body Double  Needle,POLYPROPYLENE BU 8-0 X 60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE TN,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1190, Suture ,CV,PPL80 876ML,POLYPROPYLENE Blue 2 X 8-0X60-8MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 2 X 8-0X60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1191, Suture ,CV,PPL808732i,POLYPROPYLENE Blue 8-0X60-6.5MM 3/8 Circle Round Body elixir Double  Needle,POLYPROPYLENE BU 8-0X60-6.5MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE  I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1192, Suture ,CV,PPL80 8732XL,POLYPROPYLENE Blue 8-0 X 75-6.5MM 3/8 Circle Round Body Double  Needle ,POLYPROPYLENE BU 8-0 X 75-6.5MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE ,DZ, 12 , P-1 ,Filaprop,Filaprop,Section C
1193, Suture ,CV,PPL808741i,POLYPROPYLENE Blue 8-0X60-8MM 3/8 Circle Round Body elixir Double  Needle,POLYPROPYLENE BU 8-0X60-8MM 3/8 CIRCLE ROUND BODY  DOUBLE NEEDLE TH I,DZ, 12 , P-1 ,Filaprop,Filaprop,Section K
1194, Mesh ,Mesh,PPM1015,POLYPROPYLENE MESH (10CM X 15CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1195, Mesh ,Mesh,PPM1215,POLYPROPYLENE MESH (12CM X 15CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1196, Mesh ,Mesh,PPM1218,POLYPROPYLENE MESH (12CM X 18CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1197, Mesh ,Mesh,PPM1515,POLYPROPYLENE MESH (15CM X 15CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1198, Mesh ,Mesh,PPM1520,POLYPROPYLENE MESH (15CM X 20CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1199, Mesh ,Mesh,PPM1530,POLYPROPYLENE MESH (15CM X 30CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1200, Mesh ,Mesh,PPM3030,POLYPROPYLENE MESH (30CM X 30CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh,General Mesh,Section F
1201, Mesh ,Mesh,PPM510,POLYPROPYLENE MESH (05CM X 10CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 6 , P-1 ,Filaprop Mesh,General Mesh,Section F
1202, Mesh ,Mesh,PPM611,POLYPROPYLENE MESH (06CM X 11CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 6 , P-1 ,Filaprop Mesh,General Mesh,Section F
1203, Mesh ,Mesh,PPM715,POLYPROPYLENE MESH (7.6CM X 15CM),"Polypropylene Mesh is well knitted polypropylene material with standard heavy weight offers maximum tissue support and flexible scar for superior patient comfort. Strong and durable polypropylene material maintains consistent strength. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene mesh has a pore size of 1.0 mm x 1.2 mm, a weight of 100 gsm, and a thickness of 0.48 mm. It has a burst strength of 106.3 N/cm².",BOX, 6 , P-1 ,Filaprop Mesh,General Mesh,Section F
1204, Mesh ,Mesh,PPMM1015,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (10CM X 15CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1205, Mesh ,Mesh,PPMM1215,Synthetic Non-absorbablePolypropylene Macroporous Light Weight Mesh (12CM X 15CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1206, Mesh ,Mesh,PPMM1218,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (12CM X 18CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1207, Mesh ,Mesh,PPMM1515,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (15CM X 15CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1208, Mesh ,Mesh,PPMM1520,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (15CM X 20CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1209, Mesh ,Mesh,PPMM3030,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (30CM X 30CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1210, Mesh ,Mesh,PPMM5050,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (50CM X 50CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 1 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1211, Mesh ,Mesh,PPMM611,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (6CM X 11CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 6 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1212, Mesh ,Mesh,PPMM715,Synthetic Non-absorbable Polypropylene Macroporous Light Weight Mesh (7.6CM X 15CM),"Polypropylene Macroporous Light Weight Mesh is the Ideal preperitoneal mesh for all hernia types. Large pores with light weight increase elasticity and reduce memory, which allows ease of handling during procedure. Polypropylene Macroporous Medium Weight Mesh with Bigger Pore Size for Faster Tissue Growth & Better Patient Comfort, lower foreign body reaction. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene macroporous lightweight mesh has a pore size of 2.3 mm x 1.5 mm, a weight of 55 gsm, and a thickness of 0.60 mm. It has a burst strength of 98.06 N/cm². ",BOX, 6 , P-2 ,Merigrow Mesh,Advance Mesh,Section F
1213, Mesh ,Mesh,PPMS1015,POLYPROPYLENE MESH SOFT (10CM X 15CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1214, Mesh ,Mesh,PPMS1215,POLYPROPYLENE MESH SOFT (12CM X 15CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1215, Mesh ,Mesh,PPMS1218,POLYPROPYLENE MESH SOFT (12CM X 18CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1216, Mesh ,Mesh,PPMS1515,POLYPROPYLENE MESH SOFT (15CM X 15CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1217, Mesh ,Mesh,PPMS1520,POLYPROPYLENE MESH SOFT (15CM X 20CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1218, Mesh ,Mesh,PPMS1530,POLYPROPYLENE MESH SOFT (15CM X 30CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1219, Mesh ,Mesh,PPMS3030,POLYPROPYLENE MESH SOFT (30CM X 30CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 1 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1220, Mesh ,Mesh,PPMS611,POLYPROPYLENE MESH SOFT (06CM X 11CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 6 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1221, Mesh ,Mesh,PPMS715,POLYPROPYLENE MESH SOFT (7.6CM X 15CM),"Polypropylene Soft Mesh is “Gentle yet Secure Fixation”. Strong and durable light weight Polypropylene material maintains consistent strength. Polypropylene Soft Mesh comprises of reduced Polypropylene filament diameter and distinct knitting pattern offers Soft feel, Elasticity, Excellent strength and Facilitates Easy Positioning. The mesh is non-absorbable and is sterilized using ethylene oxide. Polypropylene soft mesh has a pore size of 0.8 mm x 1.0 mm, a weight of 45 gsm, and a thickness of 0.34 mm. It has a burst strength of 81.29 N/cm².",BOX, 6 , P-1 ,Filaprop Mesh Soft,General Mesh,Section F
1222, Stapler ,Applicator-Lapro,PTEA-00200,POLYMER CLIP LAPROSCOPIC APLICATOR for medium large clips,POLYMER CLIP LAPROSCOPIC APLICATOR 200MM,EA, 1 , P-1 ,Myclip,Applicator- Lapro,Section I
